period,Belgium – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/BEL.CPGRLE01.IXOB.M),Switzerland – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/CHE.CPGRLE01.IXOB.M),Germany – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/DEU.CPGRLE01.IXOB.M),Israel – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/ISR.CPGRLE01.IXOB.M),Korea – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/KOR.CPGRLE01.IXOB.M),Lithuania – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/LTU.CPGRLE01.IXOB.M),Latvia – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/LVA.CPGRLE01.IXOB.M),Norway – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/NOR.CPGRLE01.IXOB.M)
2006-08-01,86.2248696947134,98.0935358860778,89.3677700930294,85.8664772727273,81.7203959809468,81.1309,77.60058,83.910278
2006-09-01,86.1374599371945,98.0345976659632,89.3163439365548,85.2272727272727,81.8812004263434,81.4159,79.08188,84.497245
2006-10-01,86.176308718314,98.8281966013214,89.5484216001951,84.8011363636364,81.8812004263434,81.9813,79.61991,84.897553
2006-11-01,86.254006280553,98.9709775924977,89.5466127831847,84.5880681818182,82.0409469477571,82.2783,79.85745,85.03628
2006-12-01,86.4385379908706,99.0258216365123,90.3387785436402,84.4815340909091,82.1213491704554,82.2544,79.98471,85.131108
2007-01-01,86.5356599436693,98.2263810601429,90.0569494367643,84.2684659090909,82.3604399905845,81.8279,80.67325,84.484156
2007-02-01,87.0115575123831,98.483950826601,90.4503792797833,84.1619318181818,82.7603352561102,81.8636,81.08444,84.922927
2007-03-01,87.0989672699019,98.4720509776858,90.551789185239,84.2684659090909,83.4003792657478,82.1834,82.26301,85.482566
2007-04-01,87.2252258085403,99.4364398446657,90.8539133668026,84.375,83.5601257871616,82.491,82.78388,85.558442
2007-05-01,87.3029233707792,99.618720435199,90.8403583265442,84.2684659090909,83.639470085877,82.8578,83.08656,85.650637
